payment_history_length,on_time_payment_percentage,average_invoice_size,wallet_age,transaction_count,default
6,88.99226975755718,14684.528334266111,729,446,0
10,55.34903194134792,32501.213592876677,595,359,1
50,88.05139512510141,35013.37810198172,355,7,1
9,77.06332893380551,26120.082904107592,386,212,1
21,98.14960019294973,15960.223158139834,854,201,0
29,67.0936083019343,11419.57444218371,679,345,1
21,81.6310946566974,2626.2783735588846,709,129,1
60,96.60140527550087,15893.373660795467,420,142,0
7,55.12548639953396,33004.97673603287,644,343,1
54,96.86142436182256,46976.93610397565,963,29,0
33,84.39428611504067,43689.01963088955,114,72,1
37,53.39185295525859,38537.17405022983,346,65,1
32,65.04817834734081,39633.91981941163,241,33,1
25,85.40860443226407,33584.260270323764,544,387,1
29,53.36753007343859,13754.056020734148,413,23,1
17,79.10852300881366,45452.556504585664,720,175,1
55,67.29415284764784,33865.88328338587,371,454,1
40,81.04577588837385,28461.59091804156,844,78,1
38,52.28710169062564,6438.483991460573,993,65,1
38,93.57684030761882,22905.721646514845,873,431,0
56,98.67444845886985,23557.55528889439,67,157,0
48,98.44389276428458,43363.61686661083,540,280,0
42,87.48259158714623,27785.762789201635,449,52,1
17,56.5043120065316,19639.626899550072,780,215,1
8,87.91315979645113,48863.216097022305,198,347,1
6,51.229345822940076,6425.309072989468,994,412,1
38,51.106177576449866,21704.872987285285,938,143,1
45,66.18051095747705,3059.209083398859,372,114,1
15,74.43215952023328,37255.301917579585,855,486,1
48,88.52037089038966,45985.75105775838,335,187,1
49,84.16476883032526,14721.829147973982,571,32,0
34,72.29513531883742,43058.74216315692,731,201,1
18,63.68133331408329,15318.69329263299,898,195,1
17,99.85622500788556,45627.737920551845,566,319,0
36,71.30906511179865,37944.13327624241,141,393,1
51,72.56935121648377,40440.432065230496,440,55,1
7,58.181191059583455,1882.3212244222705,976,153,1
56,89.74047743749647,48177.70749662727,235,272,0
55,84.68411128907442,36606.87861144584,214,54,0
40,61.03848063943802,15932.803673920533,411,392,1
28,54.11905228079213,41640.3385780835,525,250,1
22,84.02496510373565,14794.538722331568,408,117,0
31,82.72556071405677,43764.93813874027,76,174,1
13,63.662976349910466,6516.439130184914,915,472,1
34,97.54317811252051,35480.61289557899,769,170,0
31,57.55289458904501,27494.225355600607,580,413,1
15,71.6167400521301,5730.1890395765995,557,18,1
31,97.18079600837994,12852.79758468311,533,207,0
39,70.98636584630611,1607.7977775884247,51,292,1
56,81.92629738320429,23969.630307760784,242,399,1
46,69.87971989813971,15761.997777240018,339,193,1
12,63.7107601174335,30319.51673059018,690,406,1
9,99.19888239799141,15564.652577722241,997,159,0
58,70.46670031575215,15696.03646384225,782,59,1
55,94.70496018395673,37416.46673784857,301,186,0
50,61.49773029455431,3358.998962939319,600,214,1
16,60.655235201254165,45241.85476440738,828,380,1
34,51.55670414422557,42760.92984516789,967,475,1
41,82.58334126879424,33722.42947809392,231,79,1
30,68.42631718618806,30067.856935261832,61,281,1
26,93.21791249198185,44722.822408842956,472,432,0
41,73.66049533457786,10081.178796907008,191,137,1
15,98.40967139573608,4869.488947350602,796,347,0
42,59.27627578515606,12735.998325567367,283,429,1
14,93.43115839778054,39934.335656309326,550,63,1
29,88.82984263958708,2698.843069597683,680,349,0
40,88.5460922322026,29557.53491909099,509,493,0
54,92.23916140584438,49776.43829337419,39,186,0
40,88.05119954714993,42929.108598039435,755,462,0
53,81.31101608157077,26550.838763135882,534,410,0
41,56.56224388411938,4118.404555045475,814,343,1
23,51.6263089745626,41737.30220489978,865,325,1
54,96.04239239078434,30349.946900683317,589,68,0
44,80.8325157260369,6631.716855918775,465,331,1
37,89.82686454880881,5599.006956344454,140,264,0
29,74.0761175756275,45571.714152393026,182,197,1
28,55.86540944811972,33790.812883965846,664,147,1
37,56.259289610127524,41635.05316652102,946,108,1
42,84.27826436144858,44069.9661138311,898,464,0
17,71.51529474497313,29016.845250367787,131,410,1
54,60.02623633501683,26354.871235997023,782,218,1
60,74.57972733707184,22090.94310572852,862,246,1
18,53.21044685375671,16530.382801764845,220,435,1
28,79.09857009571994,22295.202082076878,758,213,1
30,63.449670221754886,38920.103130777665,592,97,1
40,89.87795503185941,30494.248119741445,833,434,0
46,65.51809794617868,44733.641207787456,110,146,1
35,72.76100745409006,22725.6207045802,518,438,1
22,50.58102699540503,30747.389357218948,924,408,1
54,53.62234438972794,31934.07010150745,117,438,1
25,69.62467782033424,29993.160953009952,223,116,1
53,73.99694173585618,35429.0548811903,133,421,0
30,80.00102740596519,12634.239950365507,812,379,0
27,64.58312893546517,26105.825099743743,125,63,1
18,84.74909430632712,6107.015337609036,452,47,0
24,93.00611985946023,19841.055054595814,920,211,0
54,88.99254944466749,24895.686362441957,227,272,0
41,51.980941267417855,32958.98871772815,30,300,1
17,74.02534736289145,47576.02157672397,436,122,1
46,55.246508920908745,30431.90226086944,407,24,1
24,62.10225079312637,37436.10189265143,196,226,1
17,99.33312966335733,25807.036915264936,538,170,0
14,57.12477714507566,32071.097537440233,667,135,1
12,74.9444076725678,4475.678590554899,342,160,1
33,80.90778671590596,13465.187461250502,622,188,1
19,85.12324852720519,18730.801567051796,447,94,0
36,77.98243417434571,24152.174395319165,792,98,1
57,50.48854237095918,3236.788529616803,710,17,1
24,66.3230654121996,7861.180780112567,506,465,1
52,75.88558216923558,14563.901081773984,102,326,0
21,54.39332495724167,48605.10185415148,170,297,1
58,67.53134656045904,17236.00334804949,611,437,1
10,51.66015543956833,24620.011847492045,291,234,1
40,53.928924857751035,10608.787924181253,369,326,1
17,69.8461638100798,30928.223482712645,337,296,1
30,56.63578770215302,14753.477560282741,274,442,1
57,78.3770424130779,11142.636343482913,544,30,0
26,84.47324845686329,26312.058793852975,366,79,0
41,90.02933495545415,1269.7841588606202,604,460,0
58,60.007512212240506,1375.537599812041,590,368,1
28,58.37412911295349,11734.37164599103,105,428,1
21,55.228392016720015,2799.346762540236,909,303,1
44,81.82151247718184,6293.261952403877,204,154,1
50,85.32378632434506,17604.171817598828,138,152,1
58,51.5793072412821,40326.69829941083,212,12,1
47,96.81061231218449,29030.38352509574,221,33,0
44,52.59856418257362,26120.718571864403,94,300,1
19,77.06481676505352,15380.952337197961,878,478,1
36,85.45302597254582,46655.932252208004,992,418,0
10,93.54845618730428,20453.737020622393,503,213,0
40,85.70434660662139,5267.5455729928035,812,132,0
28,90.08640415348958,31236.259289772264,129,344,0
34,66.97250962714031,6578.081280353469,573,120,1
48,90.7412556873256,17915.93399728291,893,443,0
16,54.00574231923376,25863.184997172633,157,148,1
23,94.74083280302638,43836.90370957361,481,434,0
52,77.37961880768681,25183.782436665813,943,322,0
17,90.86488849812469,35410.67953555155,398,239,1
14,72.615914225915,49648.02511095445,880,11,1
15,82.17888475982625,7442.9668750011,72,468,1
49,76.32013304680567,14461.844750456456,913,49,0
22,86.5794760877666,20334.227704284673,448,447,0
43,54.08149910152948,21669.580748402735,517,243,1
12,53.01760419952819,21140.032688011743,107,444,1
51,62.355161700507324,45472.939125271194,855,436,1
18,57.97723400565942,35987.59957887597,830,159,1
45,93.58917832961009,30787.355490444483,299,185,0
47,60.960699367902215,16159.263175276323,703,219,1
14,98.79326279095656,41365.72882684344,730,92,0
55,66.84478958855534,47797.96506276446,788,260,1
32,59.10589578443496,41238.7158449611,929,77,1
7,89.48492535712396,1076.6901543821723,757,423,0
10,82.9353887750438,32183.667138986944,344,183,1
34,74.90978582265694,3505.6336906629354,954,216,0
42,77.76817754688156,13622.75379635237,880,297,0
43,85.96008891361319,3916.7103170408127,931,238,0
24,61.422737066564935,30585.97719452,918,469,1
13,99.8166958028371,34642.905761137736,974,243,0
53,98.73965810733915,6609.894265229351,197,227,0
50,82.51628431734684,19808.105269203996,368,123,0
6,59.97712254645725,23355.58893882156,222,317,1
27,84.01141212156458,19083.598066284914,482,268,0
57,53.60992044895879,6930.225023774459,312,211,1
22,51.532625110290304,21528.441719186296,365,99,1
12,62.884144425560685,37807.72434261249,419,377,1
30,73.13114783696582,4479.375562129518,554,226,1
50,93.41362527041903,4928.820690013269,269,370,0
9,86.3584534883154,18383.793299963225,861,280,0
41,87.13532605999904,47144.55986932733,987,384,0
11,71.27466672240377,33760.05968942279,512,235,1
36,67.29674962734815,34254.82787695568,688,313,1
24,68.55193814923014,18734.079551055383,745,123,1
49,99.3824781868029,30089.378769218383,621,272,0
59,52.005459570624126,1496.4280173594257,920,437,1
44,93.35157480612243,32168.70627406757,584,277,0
32,78.93377042861967,45751.0604312356,487,68,1
15,71.93077095947953,31016.09994889614,118,302,1
31,86.26288302075682,43811.231079850906,689,354,0
24,74.33344707123514,36474.6797178386,124,417,1
44,93.67116190408302,6907.362403780822,481,407,0
8,95.03509320056293,45220.21205700625,457,498,0
50,71.08604634367276,4255.748373432969,180,15,1
18,63.841389861752575,27164.406154840424,543,102,1
55,79.61751642966811,7964.719065879425,405,438,0
33,95.61816728083454,1573.6239258142991,51,75,1
25,60.53310945028333,21679.67874625431,912,368,1
33,81.14832917817414,15456.994675053656,342,62,0
13,81.57801100462603,24814.024196082548,869,294,1
46,86.65565112076405,29282.79444999299,548,255,0
44,56.57838425636299,3143.2145431384206,235,280,1
6,85.79124823410443,7027.161461063536,981,54,1
8,95.45162603328205,28373.477426070844,404,362,0
18,58.984155443512094,17815.200305460254,480,220,1
33,61.87716624619388,36729.50088992295,655,398,1
54,98.56975470208198,32962.29078100504,813,420,0
30,59.04884763547449,42434.61378650543,624,56,1
38,92.71925466847895,34932.14850679204,208,275,0
43,74.61389282240174,22066.622792117258,239,489,1
58,62.36155372015885,33975.36449732719,529,88,1
11,93.53749506362557,14493.677538515507,493,391,0
49,72.26526275013327,16009.361440132421,869,297,0
50,75.74086769648451,39660.27283611887,153,130,0
37,67.96166846998828,22874.556303677527,142,300,1
50,79.64754257174637,40120.63668539927,41,76,1
52,58.17619362925114,41298.69630974564,155,300,1
26,69.55407683258804,43020.554545402905,594,240,1
21,98.47061611676438,45915.12655621916,360,60,0
59,62.90667163505638,22118.275805151516,930,411,1
26,82.8368332270646,16624.4740977358,312,364,1
16,66.25950321123474,29527.73858311158,169,399,1
42,88.67365628433004,19187.448748443752,430,114,0
41,56.54368303591749,30452.634173211416,931,196,1
40,98.49105225392724,35573.707269547405,126,396,0
24,72.68947706918196,34731.84590611471,546,97,1
25,61.8025231673232,19353.091463985947,598,354,1
23,53.67483736650063,9176.149883238888,953,60,1
52,58.48789525437704,22095.93758464817,875,64,1
46,75.98869742780089,7987.113060013528,98,142,1
54,66.85015882156432,44614.754724006605,147,43,0
19,91.44416829413046,17947.99557615501,917,32,0
20,71.5443761830903,8568.527613942864,88,53,1
36,62.435713629381496,2246.940235381793,62,424,1
6,80.8572493302015,32645.29692803773,347,129,1
58,85.33886084427229,32208.21355528242,79,17,0
59,58.35209539504749,17689.60416248329,909,484,1
59,58.380960814415886,4513.882553534899,518,40,1
8,51.83357134667715,21071.81584986637,48,105,1
21,86.82010075328202,16249.657258106285,755,286,1
28,83.19022638109026,34178.911347015455,226,90,1
16,73.7315437874907,30683.183223181826,920,8,1
17,92.20852244845986,18865.09268167946,479,227,0
15,90.28350764750266,11676.735158494515,588,342,0
37,79.2677182198376,49413.762341624,708,452,1
21,93.41356402566294,23246.079438609628,481,170,0
13,60.292060501838414,34725.43755323162,318,387,1
43,55.5959809698864,7887.095411339678,170,348,1
17,63.48748057584948,24793.895283310492,113,387,1
29,52.854342804465745,2349.2992736038086,723,380,1
33,76.5584764000516,25767.300777612047,420,475,1
58,96.83028461474808,48236.85294876742,620,282,0
13,51.967177033425486,19826.128936304212,244,134,1
33,56.105495700501336,2910.804616170668,555,35,1
41,72.60995141417176,2516.8337550478327,244,379,0
31,96.69375087639524,20011.351237396604,432,15,0
13,65.80780524883752,8841.221886696509,157,480,1
55,75.36174043441963,2144.2527200811096,851,306,0
33,52.0786429525196,38054.467083558666,506,100,1
33,57.41716004810444,23467.627435212642,789,194,1
42,99.33150614794235,15172.993826660071,433,457,0
46,98.25593482180227,45104.075967807556,58,196,0
41,50.24699904672048,6690.809049825755,821,490,1
32,97.59058927116195,47840.02261881064,367,270,1
59,81.95599689077503,16384.36915149029,860,428,0
22,93.39591472600111,44531.77994312538,743,132,0
14,72.73699278169295,30544.200947493617,390,242,1
38,75.77980142896251,41508.66062733289,598,412,1
58,74.44232901284602,49216.64499731275,421,359,1
25,83.34321287730522,15131.86645311854,247,432,0
18,56.98256273781564,48095.638784972056,603,116,1
33,51.4986794936339,20084.612850218597,698,320,1
53,65.39649707955954,19890.083332109192,231,450,1
34,85.23403813683234,17678.968108470777,46,347,0
18,60.09267260614742,27528.972760031673,351,149,1
51,83.67162166624587,8553.107115745868,547,69,0
40,98.49560230536352,28131.862782542546,599,251,0
11,54.69503578947092,27543.535808090197,354,227,1
23,83.63010591125632,38333.18881763863,441,483,0
56,72.18751096522855,41848.84813494169,347,494,1
10,93.40711271887527,22581.62616530878,710,317,0
52,58.857489472369295,15814.329218223194,994,443,1
30,84.63129761130823,13707.40996853763,111,110,1
7,91.90576448240552,10536.567998538725,503,185,1
15,97.23071097370116,3824.7315277522193,497,188,0
35,84.16240141448229,17779.950962900955,454,230,1
55,74.85873820042136,14242.13691440838,974,269,0
50,80.8923620100607,48354.45190745396,760,282,0
10,93.44524922393592,28327.732486252153,718,401,0
60,78.53048733194149,18016.57491249487,233,93,0
38,51.519352984841845,29442.912448691102,612,180,1
59,96.54743477534889,7820.638365939079,416,22,0
6,84.47633755157806,22758.14371090794,807,375,0
23,83.82566928886233,31685.481749632127,127,464,1
37,60.78375761988586,24955.993757830118,374,428,1
52,82.94427351163286,20687.161232061888,832,405,0
54,69.69322028270793,49698.57105608521,237,403,1
16,82.5616488520746,44135.42334529742,543,110,1
26,55.32965151539953,31546.891949812565,665,275,1
31,82.89226523015179,28899.490697931855,821,467,0
30,99.97068628853333,31412.36351140462,615,323,0
27,52.4106019430278,10864.29328329923,195,171,1
32,98.85870921106587,20361.74941995161,51,17,0
54,70.34539803614354,2933.517111654067,183,341,1
18,93.53767251686295,24301.755836854507,968,36,0
38,89.11927420291367,27608.204613925496,468,397,0
39,78.3508130493334,12159.73706905727,324,44,1
46,86.92246046256633,48237.41351111017,248,152,0
40,93.92577806506739,45563.27593592486,698,222,0
6,70.20701608255165,36385.01853733939,524,223,1
26,66.35165807816193,27135.944809502766,259,473,1
53,83.37966927817924,43628.48882273656,49,86,1
60,90.39229709706294,7401.964847349683,582,337,0
11,88.11425673883079,39734.97991946936,979,212,0
33,89.89068244293173,7116.219884375567,177,205,1
22,71.77916574064665,39916.322464920864,137,451,1
10,90.89171080875107,14512.61084431649,432,336,1
36,56.01045276853042,43977.438469891254,625,432,1
10,77.22445489804248,47258.06259744449,512,42,1
43,50.28793302490608,8291.002500850667,396,215,1
8,66.22929149501351,23671.104648204284,863,448,1
58,68.32307674356989,49068.38152997157,443,331,1
28,69.80863458046277,24686.964362684183,338,253,1
42,84.7733603344931,43313.828603212714,831,231,0
58,69.42790506351729,29847.84458443467,947,52,1
42,72.43468113112652,19391.16548806049,864,22,1
15,61.87720654371637,15003.39422076764,163,404,1
15,68.662589581467,10957.931463218276,748,443,1
24,61.363481363157575,38328.111377507164,312,299,1
22,53.659796188422185,19940.484834328367,807,200,1
26,80.17242966906889,26052.497647836808,102,191,1
19,83.41063992775082,25123.948520057915,510,349,1
14,80.97451730048073,29286.67243242343,381,228,1
51,73.17470219002863,43413.28013560306,589,322,1
6,68.98928900896149,49056.22783558804,355,492,1
56,93.16668247859127,20971.62622011703,774,401,0
50,75.9540892568109,41548.42718320885,472,369,1
18,73.95909388148655,38461.861938081165,129,341,1
9,51.282103290321785,29102.91862132309,88,233,1
6,67.06239138130782,47846.31003698472,537,394,1
54,69.00978093929285,10823.251260891737,287,471,0
45,69.94113904484502,6353.946305171449,442,81,1
37,79.00861846136661,42844.13638081568,481,192,0
39,76.68012733634393,22518.341015053666,94,350,1
33,80.39525463967223,42501.47385614596,624,274,1
36,88.2441630771064,44761.420054575334,183,99,0
13,90.64928693580467,4060.4220873345007,295,314,0
44,85.90615381132471,44289.77338631697,850,136,0
31,97.77618479774674,22967.633713101688,108,43,0
39,50.91162913381808,26011.19196120738,344,76,1
59,59.788899284177305,31703.033043567302,691,285,1
59,50.37814374890711,46392.74772977425,976,337,0
8,82.37373570773015,1936.6886270584373,589,164,1
55,94.90152744749935,24365.32994757304,946,191,0
17,62.174114828814965,34698.38007909747,920,490,1
6,96.35172723981533,36412.64092721319,277,195,0
59,53.01336951447804,34934.08914531829,819,426,1
49,96.72180134027572,7587.321340997971,897,124,0
10,67.58113436198173,15670.38383021238,639,224,1
35,55.07104142246082,18577.06074543366,443,57,1
35,74.29358795931628,40417.42317629574,54,226,1
22,62.8388283860254,14659.233748313098,313,455,1
53,64.24364509809614,11324.543229492956,478,416,1
52,65.36449824631433,47914.95293286671,910,135,1
28,90.15129489163317,1434.3009705599761,330,241,0
20,76.95806383376272,49893.22192841693,97,250,1
42,65.56538495780018,34164.243644012386,36,230,1
26,80.51668916554593,41594.995673006735,846,212,1
19,85.80753371115968,15436.350420963465,166,410,1
7,63.63120003667669,1701.448605685939,193,100,1
16,70.67745507626758,37155.60640951497,112,426,1
56,56.09430466684738,41873.08525303311,926,204,1
44,59.05746747673402,37283.330465722436,679,251,1
43,84.05589269824914,7999.664077741091,449,76,0
39,59.071917384781344,37917.968190591484,102,322,1
43,76.258169183353,38677.216323274406,266,189,1
55,85.45231308612163,33268.485267832686,75,10,1
39,55.34384615473719,38539.68070698372,647,210,1
23,78.36561098144517,42450.150544208875,957,36,1
35,62.82813918506819,31066.60159763546,829,103,1
20,98.146343761879,5341.630984514274,291,398,0
32,74.17728233599624,24893.76267369333,205,391,1
56,90.2996274887579,4804.817398908648,195,260,0
39,77.51132710781309,20969.60852058911,686,191,1
57,52.170626642740956,20948.217967155753,871,80,1
43,81.65756877970111,4234.482362871837,399,181,0
38,97.57016711033285,18092.206164504485,824,319,0
29,80.08059100731656,6438.906840774427,83,291,1
20,90.95944297133951,40603.525290451886,719,353,0
35,94.2103231674204,47436.71327225907,448,259,0
60,61.40398859744663,4543.507287638991,785,329,1
47,60.60224199541133,47800.645157293366,536,194,1
56,80.54904944254959,26606.253367500514,370,312,0
22,70.55142349033524,15678.718219739822,156,349,1
10,91.99306514333603,4766.241688532013,438,131,1
34,95.00115616990055,25530.589135450475,953,429,0
9,67.6710689651359,39931.261680046686,396,291,1
15,61.8435279487241,35647.23738606821,300,258,1
22,89.0262757621931,3461.0745617347143,673,217,0
15,63.740301777406806,4572.189933027272,634,254,1
22,91.13071592568392,20740.79084899922,408,88,1
25,71.18691268243813,15469.23420834922,102,491,1
29,83.37749496457351,12386.831829746345,952,387,0
10,54.77676569173341,14769.220446526966,951,410,1
39,81.19296623382866,40370.65442154735,944,392,0
11,72.58838393686145,46532.17462796084,277,17,1
58,79.3304231587737,20850.032031850755,889,49,0
7,58.40071038724317,45399.439104492354,814,131,1
18,86.8436872472091,16753.289361146217,72,430,0
48,93.13985387716143,24345.41233084579,406,118,0
48,60.836990004538784,12075.420892983986,70,437,1
53,54.78572777600809,32383.326066616355,199,280,1
16,51.18192930231682,48970.07464356563,975,209,1
56,82.0985750221633,30571.161706125553,241,341,0
52,80.35470180443903,18532.890121563894,522,442,0
28,77.33487063570351,32743.05485353589,709,424,0
60,61.59735480579877,7023.113244803991,68,485,0
21,69.54529979527574,44544.29493300453,398,389,1
36,79.72381675930865,25651.11358821198,786,403,0
16,74.83834294295846,23018.137359942462,180,465,1
59,99.38927601074437,29707.37463422244,140,277,0
21,56.821987627836656,31614.40927668072,509,412,1
13,84.75722770237968,4517.014505099138,465,62,1
9,70.21593840521462,34448.24383994672,76,332,1
45,71.40998074628074,12854.652335460949,604,223,0
9,85.87988828290881,35983.6789928229,766,113,0
30,84.62180756621848,41304.20492482564,395,283,1
8,99.56279968510941,40393.96687007349,98,178,1
37,56.41971447270626,28072.547402986565,328,332,1
8,55.20548246920832,26488.324723226808,973,268,1
32,86.21694085643705,8000.922105631174,831,319,0
34,78.91934585032045,38991.96136975364,325,478,0
37,63.70803332799029,14299.059641889004,232,115,1
